ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-03-12,289.5082683694162,281.44626168409854,287.3909807845332,289.5082683694162,289.5082683694162,-5.142871418035696,-5.142871418035696,-5.142871418035696,-0.03977502371563007,-0.03977502371563007,-0.03977502371563007,-5.103096394320067,-5.103096394320067,-5.103096394320067,0.0,0.0,0.0,284.3653969513805
2015-03-13,289.5189738825885,281.6357724555778,287.54326979942897,289.5189738825885,289.5189738825885,-5.026465813095531,-5.026465813095531,-5.026465813095531,0.07190578096097464,0.07190578096097464,0.07190578096097464,-5.0983715940565055,-5.0983715940565055,-5.0983715940565055,0.0,0.0,0.0,284.492508069493
2015-03-14,289.5296793957608,281.63551958159104,287.3946262002531,289.5296793957608,289.5296793957608,-4.997852572043968,-4.997852572043968,-4.997852572043968,0.09040240619857179,0.09040240619857179,0.09040240619857179,-5.088254978242541,-5.088254978242541,-5.088254978242541,0.0,0.0,0.0,284.53182682371687
2015-03-15,289.54038490893305,281.77830191326666,287.4047478460657,289.54038490893305,289.54038490893305,-4.944558614127594,-4.944558614127594,-4.944558614127594,0.12661403692307094,0.12661403692307094,0.12661403692307094,-5.0711726510506665,-5.0711726510506665,-5.0711726510506665,0.0,0.0,0.0,284.5958262948055
2015-03-16,289.55109042210535,281.5234899561376,287.4207675421317,289.55109042210535,289.55109042210535,-5.016537107623456,-5.016537107623456,-5.016537107623456,0.02918973817376023,0.02918973817376023,0.02918973817376023,-5.045726845797217,-5.045726845797217,-5.045726845797217,0.0,0.0,0.0,284.5345533144819
2015-03-17,289.56179593527764,281.56595379772097,287.1501392672147,289.56179593527764,289.56179593527764,-5.141925065237315,-5.141925065237315,-5.141925065237315,-0.1311910276483964,-0.1311910276483964,-0.1311910276483964,-5.010734037588917,-5.010734037588917,-5.010734037588917,0.0,0.0,0.0,284.4198708700403
2015-03-18,289.57250144844994,281.8155001378908,287.2374657538687,289.57250144844994,289.57250144844994,-5.112402803429227,-5.112402803429227,-5.112402803429227,-0.14714591089256915,-0.14714591089256915,-0.14714591089256915,-4.965256892536658,-4.965256892536658,-4.965256892536658,0.0,0.0,0.0,284.4600986450207
2015-03-19,289.5832069616222,281.5811006989052,287.65507041349997,289.5832069616222,289.5832069616222,-4.948404190639339,-4.948404190639339,-4.948404190639339,-0.03977502371550649,-0.03977502371550649,-0.03977502371550649,-4.908629166923833,-4.908629166923833,-4.908629166923833,0.0,0.0,0.0,284.63480277098284
2015-03-20,289.5939124747945,281.89656993299167,287.5294153558841,289.5939124747945,289.5939124747945,-4.76856709043642,-4.76856709043642,-4.76856709043642,0.07190578096101119,0.07190578096101119,0.07190578096101119,-4.8404728713974325,-4.8404728713974325,-4.8404728713974325,0.0,0.0,0.0,284.82534538435806
2015-03-21,289.6046179879668,282.0398140438248,287.91368061451016,289.6046179879668,289.6046179879668,-4.670304830059808,-4.670304830059808,-4.670304830059808,0.0904024061986049,0.0904024061986049,0.0904024061986049,-4.760707236258413,-4.760707236258413,-4.760707236258413,0.0,0.0,0.0,284.93431315790696
